shipment_id,ship_date_key,delivery_date_key,product_id,facility_id,customer_id,quantity,carrier,status,shipping_cost,total_weight_kg,tracking_number,delay_reason
3333,591,619,27,11,4,40,UPS Worldwide,Delivered,6418.57,2370.8,UPS5999375201,
3334,66,77,19,15,17,471,C.H. Robinson,Delivered,2191.62,306.15,CH6211886851,
3335,211,237,13,11,3,590,Maersk Line,Delivered,742.28,88.5,MAE6580090200,
3336,395,407,2,14,7,675,Maersk Line,Processing,1226.98,161.25,MAE4690265996,
3337,677,687,8,12,12,180,Kuehne+Nagel,Delivered,144.35,28.8,KUE4623132339,
3338,540,554,27,10,8,88,UPS Worldwide,Delivered,9990.38,5215.76,UPS6664692658,
3339,290,301,34,15,13,965,DHL Express,In Transit,435.3,109.2,DHL1692031661,
3340,311,326,16,14,3,349,FedEx International,Delivered,1470.93,205.91,FED6730193816,
3341,427,432,19,12,12,537,C.H. Robinson,Delivered,1259.12,349.05,CH8904951656,
3342,19,29,33,10,9,478,XPO Logistics,In Transit,219.65,52.68,XPO1782980817,
3343,95,104,21,14,17,34,UPS Worldwide,Delivered,5117.5,1331.78,UPS7844611431,
3344,216,221,35,13,14,563,FedEx International,Delivered,143.01,48.15,FED7958859202,
3345,694,706,23,10,12,43,FedEx International,Delivered,4409.29,1084.03,FED8988776449,
3346,482,489,12,10,16,743,CMA CGM,Delivered,1385.18,228.6,CMA9062687440,
3347,701,711,26,12,9,38,XPO Logistics,Delivered,2985.31,953.8,XPO2385097833,
3348,208,235,17,11,5,434,DB Schenker,In Transit,1556.07,221.34,DB 3293841547,
3349,360,367,1,16,17,407,DHL Express,Delivered,1074.89,169.47,DHL3658113890,
3350,497,502,29,13,12,74,UPS Worldwide,Delivered,14926.69,9971.5,UPS3146602246,
3351,382,387,35,13,15,761,UPS Worldwide,Delivered,210.41,38.05,UPS5750360226,
3352,33,58,13,10,3,562,C.H. Robinson,Delivered,812.57,84.3,CH1163857666,
3353,21,41,10,13,7,558,Maersk Line,Delivered,851.29,143.7,MAE5686285873,
3354,246,260,30,11,11,81,XPO Logistics,Delivered,11925.88,8939.97,XPO1601003326,
3355,522,531,10,16,11,144,UPS Worldwide,Delivered,129.58,21.6,UPS2127346390,
3356,423,428,3,13,15,751,Maersk Line,Delivered,754.22,207.18,MAE7904941679,
3357,570,577,32,15,14,1588,C.H. Robinson,Delivered,506.94,139.16,CH3461992679,
3358,162,187,3,11,2,635,DB Schenker,Delivered,1681.64,186.3,DB 3046135994,
3359,138,143,28,16,14,10,C.H. Robinson,Delivered,2644.32,596.7,CH5470337177,
3360,568,594,6,11,3,497,DHL Express,Delivered,1536.76,197.34,DHL8584196467,
3361,345,363,4,10,8,214,DB Schenker,Delivered,301.19,36.38,DB 6178652775,
3362,462,477,7,16,4,505,DB Schenker,In Transit,687.07,121.2,DB 6410840064,
3363,562,584,7,13,5,89,UPS Worldwide,Delivered,177.67,21.36,UPS6221653684,
3364,96,116,23,13,3,114,CMA CGM,Delivered,8245,2873.94,CMA3128141536,
3365,114,124,10,11,11,278,C.H. Robinson,Delivered,218.71,41.7,CH5958593555,
3366,295,303,13,16,15,475,Maersk Line,Delivered,456.51,131.25,MAE8036954218,
3367,442,460,3,12,3,690,Kuehne+Nagel,Delivered,1717.79,196.2,KUE5589946401,
3368,483,502,29,12,5,34,FedEx International,Delivered,10677.27,4581.5,FED6453538562,
3369,47,61,12,13,1,252,Kuehne+Nagel,Delivered,510.12,50.4,KUE2142203190,
3370,422,433,19,16,13,111,DB Schenker,Delivered,305.02,72.15,DB 5662304639,
3371,251,268,3,12,7,760,Kuehne+Nagel,Delivered,1170.96,208.8,KUE4621039467,
3372,579,589,5,15,10,570,Kuehne+Nagel,Delivered,804.75,213.4,KUE8617785414,
3373,232,240,2,15,17,561,CMA CGM,In Transit,910.41,144.15,CMA7387889014,
3374,43,48,11,12,11,433,XPO Logistics,Delivered,359.38,73.61,XPO8008291555,
3375,223,236,10,12,10,735,C.H. Robinson,Delivered,602.65,110.25,CH4624072031,
3376,215,227,21,10,13,60,DHL Express,Delivered,5677.76,2350.2,DHL2951940074,
3377,476,496,33,14,14,1217,XPO Logistics,Delayed,588.86,97.02,XPO1829336331,Weather Disruption
3378,13,25,10,11,6,523,C.H. Robinson,Delivered,643.52,138.45,CH9021274822,
3379,152,167,15,11,7,221,DHL Express,Delivered,888.3,134.81,DHL4284346852,
3380,583,595,23,12,16,67,CMA CGM,Delivered,4823.89,1689.07,CMA3677735918,
3381,106,126,27,14,6,14,DHL Express,In Transit,3377.29,829.78,DHL5243025048,
3382,612,626,10,12,12,175,DHL Express,Delivered,120.98,26.25,DHL4160953521,
3383,535,551,15,13,4,453,UPS Worldwide,Delivered,2091.57,276.33,UPS9784734368,
3384,182,191,26,10,14,65,DB Schenker,Delivered,3910.81,1631.5,DB 9852591076,
3385,399,425,17,13,1,79,FedEx International,Delivered,266.41,40.29,FED5325178353,
3386,184,189,35,14,13,416,XPO Logistics,Delivered,277.03,40.8,XPO7167801190,
3387,671,697,20,16,3,475,DB Schenker,Delivered,1766.29,213.75,DB 6865247966,
3388,493,505,16,14,12,519,DB Schenker,Delivered,999.5,306.21,DB 1733084361,
3389,318,323,5,16,9,317,DHL Express,Delivered,421.48,69.74,DHL5391408241,
3390,44,50,4,12,10,613,FedEx International,Delivered,621.65,104.21,FED6283712474,
3391,59,69,36,16,7,1193,C.H. Robinson,In Transit,368.89,95.58,CH7497323644,
3392,707,726,33,15,6,581,Maersk Line,Delivered,148.9,34.86,MAE3310043117,
3393,489,503,26,14,14,89,C.H. Robinson,Delivered,3782.82,2233.9,CH2161035809,
3394,691,699,36,16,10,467,XPO Logistics,Delivered,146.19,28.02,XPO3517368084,
3395,414,419,16,16,17,566,XPO Logistics,Delivered,1433.57,333.94,XPO3159159131,
3396,464,478,16,12,9,579,Kuehne+Nagel,Delivered,1291.25,341.61,KUE9238131386,
3397,316,329,10,12,11,787,UPS Worldwide,In Transit,849.74,118.05,UPS2017825047,
3398,692,705,36,13,13,410,C.H. Robinson,Delivered,154.48,48.6,CH6273265788,
3399,100,108,23,14,11,81,Maersk Line,Delivered,4994.35,2042.01,MAE9374794616,
3400,680,694,13,13,17,407,FedEx International,Delivered,300.24,61.05,FED4189954249,
3401,436,445,9,13,17,442,CMA CGM,Delivered,513.62,159.98,CMA7789953054,
3402,666,675,34,15,9,465,DB Schenker,Delivered,218.94,37.2,DB 5988357238,
3403,600,626,25,10,4,116,UPS Worldwide,Delivered,19002.29,5071.52,UPS9786260866,
3404,691,701,16,11,11,67,CMA CGM,Delivered,211.12,39.53,CMA4238480770,
3405,645,651,36,15,13,782,Maersk Line,Delivered,210.73,70.92,MAE8111618230,
3406,578,591,13,13,12,502,Maersk Line,Delivered,580,135.3,MAE9463784237,
3407,247,263,6,16,8,790,DB Schenker,In Transit,1215.81,173.8,DB 5873515605,
3408,674,685,30,14,6,30,Kuehne+Nagel,Delivered,7842.82,3311.1,KUE5633907767,
3409,249,272,20,11,1,306,UPS Worldwide,Delivered,1355.37,137.7,UPS7906771566,
3410,441,446,34,12,17,664,DHL Express,Delivered,267.23,53.12,DHL1834016632,
3411,190,211,25,14,7,109,FedEx International,In Transit,15914.18,4765.48,FED8289501749,
3412,160,171,21,11,17,32,DB Schenker,Delivered,4141.26,1253.44,DB 2424479541,
3413,664,678,1,10,7,783,CMA CGM,In Transit,1059.86,248.43,CMA2527840032,
3414,369,382,11,15,11,525,Kuehne+Nagel,Delivered,877.96,157.25,KUE1198648957,
3415,92,109,27,13,7,73,DHL Express,Delivered,8790.91,4326.71,DHL1234989293,
3416,516,524,14,15,17,656,CMA CGM,Delivered,656.37,111.52,CMA1413084054,
3417,205,224,19,14,2,241,UPS Worldwide,Delivered,1356.63,156.65,UPS9434897366,
3418,143,151,9,11,12,558,DHL Express,Delivered,505.29,106.02,DHL2048923119,
3419,522,535,7,13,14,247,UPS Worldwide,Delivered,322.62,59.28,UPS3911323027,
3420,164,173,22,12,15,93,CMA CGM,Delivered,3943.56,3342.42,CMA6315052972,
3421,549,561,15,12,9,129,DHL Express,Delayed,386.91,78.69,DHL2806210526,Mechanical Failure
3422,128,146,16,10,4,307,CMA CGM,Delivered,874.61,181.13,CMA5383275995,
3423,228,243,30,16,13,55,FedEx International,Delayed,5335.35,6070.35,FED3672630578,Customs Clearance
3424,2,37,5,11,4,203,DB Schenker,Delayed,359.34,44.66,DB 2301289457,Weather Disruption
3425,578,589,6,15,17,750,Kuehne+Nagel,Delivered,922.99,165,KUE6507256255,
3426,340,361,34,13,5,1455,FedEx International,Delivered,1032.82,148.4,FED9682203877,
3427,441,459,21,13,1,100,UPS Worldwide,Delivered,7619.48,3917,UPS7250180323,
3428,127,140,16,10,12,531,Kuehne+Nagel,Delivered,1511.69,313.29,KUE2602697159,
3429,215,243,13,12,4,427,Maersk Line,Delayed,352.65,64.05,MAE6359437028,Address Exception
3430,657,668,32,13,9,1570,C.H. Robinson,Delivered,623.64,137.9,CH1088510698,
3431,50,78,13,16,5,144,Kuehne+Nagel,Delivered,141.62,21.6,KUE8234362999,
3432,117,139,9,16,5,181,CMA CGM,Delayed,296.21,34.39,CMA4999317038,Documentation Issue
3433,499,508,11,14,17,403,DB Schenker,Delivered,568.88,136.51,DB 4412718379,
3434,303,326,34,11,5,665,C.H. Robinson,Delivered,552.49,85.2,CH1982209912,
3435,223,237,13,13,5,627,XPO Logistics,Delivered,765.47,94.05,XPO3556153911,
3436,591,600,14,14,16,513,FedEx International,In Transit,850.31,155.21,FED1539164138,
3437,686,705,26,15,7,91,Maersk Line,Delivered,3163.22,2284.1,MAE1451436407,
3438,242,248,17,15,12,407,DB Schenker,Delivered,814.89,207.57,DB 9832517471,
3439,498,525,14,16,2,140,UPS Worldwide,Delivered,193.96,23.8,UPS8179373896,
3440,452,457,16,13,14,385,DB Schenker,Delivered,1499.01,227.15,DB 1794822660,
3441,13,26,13,13,11,650,DB Schenker,Delivered,542.6,157.5,DB 3547500633,
3442,726,731,12,15,1,346,XPO Logistics,Delivered,330.28,69.2,XPO7030750264,
3443,721,731,1,10,4,485,Kuehne+Nagel,Delivered,1401.16,185.85,KUE3941723973,
3444,727,731,4,14,3,412,DB Schenker,Delivered,1136.9,138.04,DB 2825127964,
3445,255,260,4,14,11,731,DB Schenker,Delivered,762.06,192.27,DB 9730630296,
3446,598,617,3,13,6,620,XPO Logistics,Delivered,1374.65,183.6,XPO5904526535,
3447,579,595,19,13,7,87,XPO Logistics,Delivered,292.49,56.55,XPO2190367346,
3448,244,267,17,14,5,393,DB Schenker,Delivered,1384.26,200.43,DB 4718356863,
3449,576,584,10,10,14,682,UPS Worldwide,Delivered,628.78,162.3,UPS6843526443,
3450,195,202,28,11,15,45,DB Schenker,Delivered,5879.06,2685.15,DB 7022065637,
3451,391,404,5,16,7,512,FedEx International,Delivered,1194.96,200.64,FED8347524357,
3452,346,373,17,10,7,379,Kuehne+Nagel,Delayed,1368.16,193.29,KUE1332761723,Documentation Issue
3453,596,604,13,10,10,485,FedEx International,Delivered,270.57,72.75,FED5249205435,
3454,74,98,23,12,2,14,FedEx International,Delivered,2741.58,352.94,FED5888436222,
3455,440,449,27,15,9,14,XPO Logistics,Delivered,1764.4,829.78,XPO4603570888,
3456,389,418,18,15,2,452,XPO Logistics,Delayed,2730.03,271.2,XPO2148582819,Customs Clearance
3457,307,314,24,14,16,86,DB Schenker,Delivered,5380.59,1690.76,DB 8835505718,
3458,482,494,5,10,9,574,UPS Worldwide,In Transit,1147.78,214.28,UPS9593268803,
3459,690,700,4,13,10,799,Maersk Line,Delivered,797.31,203.83,MAE5358004577,
3460,442,456,26,10,6,80,FedEx International,Delivered,5007.96,2008,FED9706668384,
3461,714,728,26,11,11,79,C.H. Robinson,Processing,3768.16,1982.9,CH7947716412,
3462,630,654,6,13,1,559,XPO Logistics,In Transit,1049.73,122.98,XPO1711478332,
3463,347,354,9,12,16,687,FedEx International,In Transit,522.61,130.53,FED5645918886,
3464,201,214,18,15,14,136,FedEx International,In Transit,512.79,81.6,FED8742751162,
3465,199,210,22,15,14,32,Maersk Line,Delivered,2886.48,1150.08,MAE1138033871,
3466,125,133,20,16,10,211,DB Schenker,Delayed,471.53,94.95,DB 4246038014,Weather Disruption
3467,4,15,24,11,15,16,XPO Logistics,In Transit,1445.67,314.56,XPO8590604940,
3468,132,146,12,16,17,518,UPS Worldwide,Delivered,792.32,103.6,UPS7393205888,
3469,431,448,5,11,6,129,C.H. Robinson,Delivered,145.37,28.38,CH3098584297,
3470,490,498,21,15,15,60,UPS Worldwide,Delivered,3810.15,2350.2,UPS7421383122,
3471,391,408,26,11,15,60,Maersk Line,Delayed,2147.66,1506,MAE9436778614,Port Congestion
3472,477,491,10,16,9,142,FedEx International,Delivered,74.86,21.3,FED3655208202,
3473,9,22,36,15,11,601,XPO Logistics,Processing,243.19,60.06,XPO6886138548,
3474,198,215,21,10,8,51,UPS Worldwide,Delivered,2689.94,1997.67,UPS9076609385,
3475,521,532,17,11,16,386,XPO Logistics,Delivered,1226.98,196.86,XPO6141580983,
3476,273,290,26,16,6,27,C.H. Robinson,Delivered,2643.73,677.7,CH3066796804,
3477,360,366,31,10,17,20,DHL Express,Delivered,5329.41,2614.2,DHL8764759794,
3478,147,153,27,13,10,32,FedEx International,Delivered,4564.53,1896.64,FED1653526958,
3479,673,696,26,12,5,16,DHL Express,Delivered,3507.73,401.6,DHL7609509245,
3480,689,703,35,13,15,474,XPO Logistics,Delivered,154.8,23.7,XPO3940483860,
3481,22,50,7,16,1,566,DB Schenker,Delivered,703.96,135.84,DB 7356849663,
3482,607,623,32,16,7,979,C.H. Robinson,Delivered,499.25,96.53,CH9628549218,
3483,505,521,19,11,5,300,DB Schenker,Delivered,1438.27,195,DB 3680820587,
3484,669,688,4,11,7,408,FedEx International,Delivered,365.32,69.36,FED1376716272,
3485,413,427,2,10,13,399,FedEx International,Delivered,423.41,59.85,FED5439436991,
3486,531,548,28,16,4,88,DB Schenker,Delivered,16176.05,5250.96,DB 7058098412,
3487,110,121,26,10,9,116,XPO Logistics,In Transit,4728.13,2911.6,XPO3631253779,
3488,439,450,22,15,6,79,UPS Worldwide,Delivered,9058.54,2839.26,UPS3677103255,
3489,645,655,26,10,7,61,DB Schenker,Delivered,3799.18,1531.1,DB 3355435988,
3490,705,713,11,14,17,605,C.H. Robinson,Delivered,402.21,102.85,CH2037105643,
3491,664,671,28,10,11,77,DHL Express,Delivered,5944.92,4594.59,DHL8385046475,
3492,72,83,27,11,11,54,UPS Worldwide,Delivered,4509.3,3200.58,UPS5737194495,
3493,378,385,30,16,10,52,XPO Logistics,Delivered,8703.49,5739.24,XPO2189553098,
3494,650,676,9,15,4,145,FedEx International,In Transit,218.75,27.55,FED2999272257,
3495,155,176,27,13,4,81,FedEx International,Delivered,8772.53,4800.87,FED5143408365,
3496,707,721,14,13,12,407,CMA CGM,Delivered,442.69,69.19,CMA9249785227,
3497,438,449,35,15,9,1197,DHL Express,Delivered,515.84,79.85,DHL8586273469,
3498,724,731,35,13,3,439,XPO Logistics,Delivered,259.27,41.95,XPO5798312897,
3499,634,642,5,15,17,764,UPS Worldwide,Delivered,1813.88,256.08,UPS9053029808,
3500,364,380,36,10,2,1511,Kuehne+Nagel,Delivered,656.57,114.66,KUE3963657750,
3501,110,135,1,11,2,681,CMA CGM,Delivered,1395.75,227.01,CMA5533784407,
3502,444,471,3,16,4,587,FedEx International,Delivered,1054.35,177.66,FED1507854194,
3503,728,731,12,16,11,224,C.H. Robinson,Delivered,218.01,44.8,CH7402532410,
3504,31,55,12,16,5,668,XPO Logistics,Delivered,1117.23,213.6,XPO2466175890,
3505,255,267,24,15,7,82,UPS Worldwide,In Transit,4748.83,1612.12,UPS1968132844,
3506,284,310,4,15,1,606,UPS Worldwide,In Transit,1324.48,171.02,UPS6676613940,
3507,662,690,12,13,1,439,DHL Express,In Transit,841.2,87.8,DHL6763740014,
3508,260,280,28,11,1,42,Maersk Line,Delayed,3593.76,2506.14,MAE2582751776,Mechanical Failure
3509,462,486,22,11,5,105,DHL Express,Delivered,7828.16,3773.7,DHL4607864714,
3510,621,635,11,15,15,301,Maersk Line,Delivered,229.6,51.17,MAE2455087450,
3511,167,177,8,12,12,564,FedEx International,Delivered,445.1,90.24,FED8036159168,
3512,705,717,27,12,7,83,FedEx International,Delivered,8159.64,4919.41,FED6868467097,
3513,57,66,11,12,9,86,XPO Logistics,Delivered,82.75,14.62,XPO3417615747,
3514,668,679,21,16,16,15,DB Schenker,Delivered,2013.02,587.55,DB 6085771936,
3515,280,291,12,11,11,725,Maersk Line,Delivered,558.79,145,MAE8840997980,
3516,338,359,31,16,1,85,XPO Logistics,In Transit,24167.34,11110.35,XPO2113670203,
3517,163,171,18,13,14,142,FedEx International,Delivered,351.93,85.2,FED6316760150,
3518,27,36,27,14,16,91,CMA CGM,Delivered,8730.1,5393.57,CMA8594797331,
3519,127,143,29,12,1,83,DB Schenker,Delivered,19976.76,11184.25,DB 5321865404,
3520,94,101,32,14,14,1193,DB Schenker,Delivered,392.73,111.51,DB 3532221544,
3521,111,120,32,16,16,1076,XPO Logistics,Delivered,626.88,103.32,XPO8378561273,
3522,318,327,25,15,11,76,XPO Logistics,In Transit,4792.53,3322.72,XPO6634769007,
3523,382,396,35,12,15,270,CMA CGM,Delivered,84.52,13.5,CMA4123384609,
3524,406,427,18,15,7,457,DHL Express,Delivered,1578.29,274.2,DHL4257093416,
3525,360,374,5,13,4,374,DB Schenker,Delivered,447.47,82.28,DB 6881603231,
3526,581,591,34,16,8,672,Maersk Line,Delivered,262.97,53.76,MAE5486906515,
3527,173,186,33,11,12,1005,Kuehne+Nagel,Delayed,303.05,84.3,KUE2128387403,Customs Clearance
3528,511,532,12,16,16,236,CMA CGM,Delayed,220.1,47.2,CMA4319530020,Customs Clearance
3529,77,99,23,14,4,109,UPS Worldwide,In Transit,5169,2747.89,UPS1820654638,
3530,22,46,2,16,5,655,UPS Worldwide,Delivered,947.76,98.25,UPS9250372327,
3531,252,272,12,13,3,736,CMA CGM,Delivered,2295.1,227.2,CMA6322890777,
3532,105,119,11,10,8,729,Maersk Line,Delivered,519.05,123.93,MAE1522771798,
3533,425,451,13,14,4,756,FedEx International,Delivered,585.73,113.4,FED8813383539,
3534,221,235,31,13,2,90,UPS Worldwide,Delivered,19838.25,11763.9,UPS1022452779,
3535,677,701,22,14,1,84,XPO Logistics,Delayed,5831.85,3018.96,XPO3384620501,Carrier Capacity
3536,292,305,10,14,12,105,Maersk Line,Delivered,101.65,15.75,MAE6260515752,
3537,484,496,5,13,13,732,Maersk Line,Delivered,595.11,161.04,MAE8919033939,
3538,652,664,5,16,17,144,CMA CGM,In Transit,113.49,31.68,CMA4798429117,
3539,726,731,7,10,4,240,UPS Worldwide,Delivered,453.41,57.6,UPS2244222779,
3540,687,694,34,12,13,687,DHL Express,Delivered,279.68,86.96,DHL9587363426,
3541,622,634,30,16,13,18,XPO Logistics,Delivered,4907.64,1986.66,XPO9132079413,
3542,420,446,9,12,2,430,XPO Logistics,Delivered,546.09,81.7,XPO4252955654,
3543,517,529,22,16,8,75,FedEx International,In Transit,4817.13,2695.5,FED5007327405,
3544,90,115,7,12,4,87,DHL Express,In Transit,141.64,20.88,DHL8948301274,
3545,693,701,6,15,16,510,DB Schenker,In Transit,1315.17,200.2,DB 5266856000,
3546,466,482,9,10,11,794,DHL Express,Delayed,529.65,150.86,DHL1630994489,Customs Clearance
3547,554,570,30,12,2,54,CMA CGM,Delivered,17362,5959.98,CMA8008791366,
3548,403,421,9,10,5,339,CMA CGM,Delivered,681.96,64.41,CMA7785236944,
3549,681,686,34,16,10,1296,C.H. Robinson,In Transit,683.08,135.68,CH3126752061,
3550,19,27,12,10,12,507,DHL Express,Delivered,1093.97,181.4,DHL8494529913,
3551,415,426,22,14,17,45,DB Schenker,Delivered,3712.19,1617.3,DB 9776625628,
3552,323,334,11,10,14,778,FedEx International,Delivered,1040.75,200.26,FED8797277347,
3553,250,256,19,11,11,540,FedEx International,In Transit,2410.45,351,FED9678571486,
3554,129,141,15,12,15,518,DHL Express,Delivered,1919.53,315.98,DHL1700926398,
3555,531,556,35,16,4,1078,Maersk Line,Delivered,403.45,73.9,MAE3337765517,
3556,572,583,32,13,8,490,UPS Worldwide,In Transit,258.64,34.3,UPS4189604003,
3557,286,306,17,10,7,72,Kuehne+Nagel,Delivered,167.18,36.72,KUE5645375913,
3558,519,536,19,13,8,349,Kuehne+Nagel,Delivered,1468.53,226.85,KUE5967967812,
3559,310,322,25,15,8,39,DHL Express,Delivered,5799.49,1705.08,DHL1284016852,
3560,351,368,28,14,13,54,FedEx International,Delayed,2622.03,3222.18,FED8214131139,Address Exception
3561,425,440,4,12,8,465,UPS Worldwide,Delayed,480.69,79.05,UPS6716466985,Port Congestion
3562,319,325,19,11,9,179,XPO Logistics,Delivered,784.62,116.35,XPO4334860687,
3563,523,534,20,13,6,566,UPS Worldwide,Delivered,1009.41,254.7,UPS7598024278,
3564,119,131,6,13,10,767,XPO Logistics,In Transit,1368.06,256.74,XPO4591609233,
3565,232,245,32,11,6,213,UPS Worldwide,Delivered,112.42,14.91,UPS7076577358,
3566,681,696,19,10,6,528,XPO Logistics,Delivered,2456.71,343.2,XPO5473652630,
3567,283,292,5,13,17,253,FedEx International,Delivered,381,55.66,FED2177765078,
3568,636,650,36,16,11,503,Maersk Line,Delivered,191.44,54.18,MAE8082330654,
3569,351,366,4,15,1,764,Kuehne+Nagel,In Transit,1271.71,129.88,KUE3289628530,
3570,680,699,5,14,7,640,Maersk Line,Delivered,714.54,140.8,MAE1343863469,
3571,259,286,20,11,4,399,Maersk Line,In Transit,1225.65,179.55,MAE7173511499,
3572,327,342,31,12,6,95,Kuehne+Nagel,Delayed,23514.29,12417.45,KUE8858205510,Port Congestion
3573,640,659,26,10,5,11,CMA CGM,Delivered,1484.43,276.1,CMA4253667281,
3574,115,121,7,15,14,687,Kuehne+Nagel,Delivered,674.65,164.88,KUE3292744661,
3575,671,691,15,15,3,51,DHL Express,In Transit,294.75,31.11,DHL7813472470,
3576,120,126,9,15,9,106,UPS Worldwide,In Transit,105.18,20.14,UPS1182012309,
3577,683,700,2,14,3,581,UPS Worldwide,Delivered,409.26,87.15,UPS4096048170,
3578,710,723,17,13,6,525,DHL Express,Delivered,2008.95,267.75,DHL2536059779,
3579,197,214,11,12,1,423,Maersk Line,Delivered,837.84,139.91,MAE6671070082,
3580,371,389,2,16,6,658,Maersk Line,Delayed,446.1,98.7,MAE6347654100,Documentation Issue
3581,686,696,17,10,14,100,DHL Express,Delivered,207.06,51,DHL7108555424,
3582,610,621,31,14,9,43,Maersk Line,Delivered,7118.64,5620.53,MAE4329136961,
3583,373,387,18,12,12,210,XPO Logistics,Delivered,775.08,126,XPO3222507404,
3584,678,704,14,12,4,445,C.H. Robinson,Delayed,1070.02,143.65,CH7684273037,Carrier Capacity
3585,502,507,8,13,16,292,FedEx International,Delivered,228.59,46.72,FED3474446659,
3586,658,684,7,14,2,630,Maersk Line,Delivered,1251.83,151.2,MAE8008324649,
3587,122,139,29,13,7,37,Maersk Line,Delivered,8121.12,4985.75,MAE1137073056,
3588,380,400,10,13,1,460,CMA CGM,Delivered,552.04,69,CMA3132113040,
3589,319,337,27,11,8,28,FedEx International,Delivered,6277.04,1659.56,FED7188454592,
3590,256,265,14,11,9,147,Maersk Line,In Transit,85.16,24.99,MAE4525223718,
3591,216,222,15,11,14,383,Kuehne+Nagel,Delivered,1331.25,233.63,KUE1661042551,
3592,6,33,11,13,2,700,XPO Logistics,In Transit,1560.94,187,XPO3561577914,
3593,45,52,1,14,15,407,UPS Worldwide,Delivered,461.59,85.47,UPS2629311252,
3594,586,594,27,13,15,33,UPS Worldwide,In Transit,6057.02,1955.91,UPS2434717354,
3595,127,139,11,13,17,516,Maersk Line,Delivered,501.19,87.72,MAE1189237736,
3596,500,515,5,16,3,170,Kuehne+Nagel,Delivered,332.27,37.4,KUE8888311055,
3597,349,358,36,10,16,764,FedEx International,Delivered,244.25,45.84,FED1974205105,
3598,351,367,23,14,7,24,CMA CGM,Delivered,1827.74,605.04,CMA3375185722,
3599,184,197,24,15,15,120,XPO Logistics,Delivered,2581.41,2359.2,XPO3933778748,
3600,432,451,29,14,1,61,Maersk Line,In Transit,12899.16,8219.75,MAE1628807355,
3601,555,569,7,16,6,641,C.H. Robinson,Delivered,1777.89,249.84,CH9426984829,
3602,573,585,33,15,16,1588,UPS Worldwide,In Transit,490.49,119.28,UPS1344775986,
3603,398,406,25,11,14,32,XPO Logistics,Delivered,4459.18,1399.04,XPO7299774812,
3604,135,142,6,14,17,350,FedEx International,Delivered,297.2,77,FED9328579417,
3605,604,618,1,15,4,353,Kuehne+Nagel,In Transit,387.45,74.13,KUE8714809667,
3606,566,571,19,10,12,172,CMA CGM,Delivered,641.14,111.8,CMA8484993121,
3607,384,396,4,13,9,788,UPS Worldwide,Delivered,959.83,201.96,UPS6244291918,
3608,504,517,34,11,14,1260,FedEx International,In Transit,524.5,132.8,FED1351603858,
3609,94,110,27,14,14,54,XPO Logistics,Delayed,6807.26,3200.58,XPO4021510655,Documentation Issue
3610,443,462,33,15,2,1422,CMA CGM,Delivered,576.7,109.32,CMA2939513627,
3611,548,568,26,13,8,118,CMA CGM,Delivered,4104.3,2961.8,CMA8820299589,
3612,505,523,3,11,4,658,FedEx International,Delivered,989.09,118.44,FED5082442927,
3613,233,245,21,14,10,33,CMA CGM,Delivered,4907.49,1292.61,CMA8319456071,
3614,13,20,18,11,16,252,C.H. Robinson,Delivered,725.45,151.2,CH1361289311,
3615,12,18,17,13,10,396,Maersk Line,Processing,907.14,201.96,MAE8284157627,
3616,716,731,31,10,4,63,XPO Logistics,Delivered,12218.28,8234.73,XPO2133681387,
3617,140,155,6,14,3,351,Kuehne+Nagel,Delivered,572.16,77.22,KUE7925906790,
3618,419,433,32,16,12,1048,C.H. Robinson,Delivered,533.03,101.36,CH3957899909,
3619,48,55,7,11,11,721,Maersk Line,Delivered,1095.19,269.04,MAE3182788816,
3620,392,401,27,10,11,85,UPS Worldwide,Delivered,6879.36,5037.95,UPS1428341746,
3621,442,449,9,11,15,548,C.H. Robinson,Delivered,881.89,180.12,CH2103716041,
3622,217,225,13,10,15,658,Kuehne+Nagel,Delivered,560.6,98.7,KUE6174766482,
3623,592,610,1,12,1,674,Maersk Line,Delivered,1281,225.54,MAE5401671611,
3624,450,466,20,13,8,387,UPS Worldwide,Delivered,1312.13,174.15,UPS1619093075,
3625,400,412,2,11,17,86,XPO Logistics,Delivered,49.37,12.9,XPO2380817457,
3626,87,106,14,11,6,621,CMA CGM,Delivered,976.86,173.57,CMA3249824190,
3627,94,108,33,14,2,1175,C.H. Robinson,In Transit,869.99,94.5,CH4638595407,
3628,506,511,16,15,12,512,CMA CGM,Delivered,1738.89,302.08,CMA1571443847,
3629,440,466,15,11,2,76,FedEx International,In Transit,424.62,46.36,FED3268118158,
3630,639,649,10,14,17,345,DHL Express,Delivered,228.25,51.75,DHL9443383196,
3631,629,636,6,14,15,433,CMA CGM,Delivered,787.88,183.26,CMA1637827691,
3632,446,466,34,11,1,1133,XPO Logistics,Delivered,705.84,122.64,XPO4092287647,
3633,4,39,11,13,3,562,CMA CGM,Delayed,796.14,95.54,CMA6480807380,Carrier Capacity
3634,226,232,28,13,11,23,DHL Express,Delivered,2370.61,1372.41,DHL1078321730,
3635,254,259,3,15,15,462,DB Schenker,Delivered,980.5,155.16,DB 4077315076,
3636,211,217,24,10,16,78,XPO Logistics,Delivered,4085.6,1533.48,XPO3955212825,
3637,140,166,35,14,4,983,XPO Logistics,Delivered,459.4,69.15,XPO5836953785,
