production_id,date_key,product_id,facility_id,quantity_produced,defective_units,defect_rate_pct,batch_number
2261,334,16,1,2104,4,0.21,PROD-2023114930
2262,251,15,3,1115,12,1.08,PROD-2023094854
2263,514,11,1,350,2,0.69,PROD-2024057625
2264,595,10,3,263,2,1.04,PROD-2024082947
2265,528,11,2,350,1,0.31,PROD-2024061816
2266,625,12,3,144,0,0.55,PROD-2024094147
2267,167,7,1,1003,5,0.5,PROD-2023068959
2268,477,3,3,800,2,0.26,PROD-2024046824
2269,558,10,1,207,0,0.15,PROD-2024078012
2270,710,6,1,800,5,0.7,PROD-2024126444
2271,599,14,2,224,1,0.81,PROD-2024083963
2272,449,6,3,800,3,0.4,PROD-2024031752
2273,211,11,2,145,1,0.91,PROD-2023072008
2274,168,8,3,300,3,1.14,PROD-2023067494
2275,644,11,3,307,1,0.48,PROD-2024106823
2276,538,4,1,972,3,0.4,PROD-2024066045
2277,576,14,1,154,0,0.53,PROD-2024075289
2278,184,8,3,300,0,0.21,PROD-2023075520
2279,705,6,1,1901,14,0.77,PROD-2024121336
2280,689,8,1,1328,7,0.6,PROD-2024115008
2281,159,11,2,184,0,0.46,PROD-2023063532
2282,363,6,1,800,3,0.43,PROD-2023125883
2283,521,8,3,409,3,0.81,PROD-2024065713
2284,39,13,2,107,0,0.53,PROD-2023026019
2285,361,2,3,1917,3,0.17,PROD-2023127930
2286,234,16,2,612,6,1.11,PROD-2023084233
2287,514,13,2,112,0,0.59,PROD-2024051882
2288,290,13,2,193,1,0.67,PROD-2023104115
2289,188,9,3,599,2,0.42,PROD-2023076512
2290,604,6,3,800,4,0.59,PROD-2024084050
2291,164,5,1,800,6,0.78,PROD-2023064467
2292,468,6,1,800,6,0.87,PROD-2024041767
2293,202,7,3,300,2,0.87,PROD-2023071666
2294,565,6,1,893,5,0.64,PROD-2024079980
2295,369,9,1,300,3,1.14,PROD-2024019183
2296,576,2,3,800,8,1.01,PROD-2024072541
2297,448,13,3,250,1,0.73,PROD-2024038420
2298,229,12,1,246,1,0.59,PROD-2023087317
2299,676,5,2,1668,11,0.68,PROD-2024114275
2300,185,12,1,350,2,0.61,PROD-2023071532
2301,159,2,3,972,3,0.39,PROD-2023069723
2302,298,4,1,800,5,0.66,PROD-2023105807
2303,7,2,3,1554,4,0.26,PROD-2023015414
2304,691,9,1,300,1,0.36,PROD-2024114771
2305,1,4,2,800,6,0.8,PROD-2023019538
2306,436,11,2,292,1,0.41,PROD-2024035618
2307,453,11,1,277,2,1.01,PROD-2024038981
2308,473,6,1,800,7,0.91,PROD-2024041207
2309,592,7,1,300,1,0.5,PROD-2024084803
2310,540,10,3,304,2,0.7,PROD-2024067770
2311,692,1,1,1258,2,0.19,PROD-2024113989
2312,465,13,1,187,0,0.16,PROD-2024043223
2313,115,5,2,800,9,1.16,PROD-2023047531
2314,81,4,1,2510,16,0.67,PROD-2023039314
2315,20,5,2,800,4,0.53,PROD-2023016798
2316,707,2,1,1385,11,0.81,PROD-2024122506
2317,317,10,3,350,2,0.64,PROD-2023117175
2318,346,10,1,171,0,0.56,PROD-2023127869
2319,495,12,1,60,0,0.39,PROD-2024059101
2320,119,5,2,800,1,0.15,PROD-2023045213
2321,198,9,3,1452,3,0.24,PROD-2023071260
2322,572,14,3,44,0,0.81,PROD-2024073927
2323,160,13,3,108,1,1.09,PROD-2023062689
2324,402,2,1,800,6,0.84,PROD-2024028808
2325,539,9,2,530,6,1.2,PROD-2024066883
2326,212,9,2,305,1,0.54,PROD-2023079055
2327,204,4,2,2198,5,0.24,PROD-2023079000
2328,188,12,3,350,0,0.16,PROD-2023074782
2329,197,5,2,800,4,0.53,PROD-2023076637
2330,669,12,2,83,0,0.37,PROD-2024104242
2331,65,16,2,944,4,0.47,PROD-2023032215
2332,253,13,3,82,0,0.95,PROD-2023091507
2333,198,6,1,800,2,0.34,PROD-2023072183
2334,414,15,1,4038,21,0.54,PROD-2024021460
2335,672,16,2,600,7,1.19,PROD-2024113176
2336,85,13,2,90,0,0.54,PROD-2023038714
2337,629,13,3,40,0,0.46,PROD-2024092591
2338,461,14,1,191,0,0.48,PROD-2024045702
2339,360,2,1,800,9,1.17,PROD-2023123874
2340,343,4,2,800,8,1.1,PROD-2023123433
2341,668,16,1,3274,26,0.8,PROD-2024101900
2342,313,9,3,1193,5,0.45,PROD-2023118747
2343,471,1,3,800,8,1.04,PROD-2024042413
2344,487,9,1,300,0,0.27,PROD-2024052148
2345,489,6,3,1847,21,1.17,PROD-2024059252
2346,47,6,3,2500,18,0.75,PROD-2023022234
2347,335,7,3,300,3,1.07,PROD-2023129701
2348,462,12,3,309,1,0.62,PROD-2024046055
2349,102,8,1,556,4,0.83,PROD-2023046638
2350,30,11,1,277,1,0.4,PROD-2023014457
2351,664,3,1,2904,22,0.78,PROD-2024109542
2352,110,15,2,638,6,1.05,PROD-2023049420
2353,286,1,1,800,8,1.03,PROD-2023109956
2354,191,14,2,64,0,0.67,PROD-2023075786
2355,249,16,3,794,6,0.85,PROD-2023095549
2356,233,16,2,2833,32,1.14,PROD-2023087387
2357,33,9,1,512,2,0.46,PROD-2023025274
2358,630,12,2,194,1,0.61,PROD-2024096541
2359,186,11,3,109,0,0.25,PROD-2023071236
2360,243,4,1,1808,9,0.54,PROD-2023083710
2361,307,7,3,300,3,1.06,PROD-2023119702
2362,135,10,1,123,1,0.94,PROD-2023056822
2363,713,3,3,1896,6,0.32,PROD-2024127973
2364,601,2,3,800,4,0.58,PROD-2024081542
2365,23,13,3,237,2,1.18,PROD-2023014804
2366,561,10,1,119,0,0.54,PROD-2024072171
2367,63,2,1,1069,5,0.5,PROD-2023033704
2368,281,14,1,250,1,0.43,PROD-2023105688
2369,440,4,2,800,2,0.37,PROD-2024038694
2370,222,3,2,800,2,0.26,PROD-2023082419
2371,638,16,3,986,3,0.32,PROD-2024098697
2372,623,8,1,354,1,0.35,PROD-2024099374
2373,389,13,1,93,0,0.44,PROD-2024014650
2374,114,3,2,800,9,1.15,PROD-2023046625
2375,642,2,3,1639,16,1.02,PROD-2024107129
2376,586,2,3,800,9,1.14,PROD-2024084797
2377,191,2,3,1012,2,0.22,PROD-2023076549
2378,731,9,3,513,5,1.03,PROD-2024128463
2379,490,11,2,210,1,0.71,PROD-2024057087
2380,117,16,3,1667,9,0.59,PROD-2023046786
2381,657,3,2,1802,20,1.12,PROD-2024108185
2382,394,15,1,2110,11,0.56,PROD-2024013525
2383,348,12,1,350,2,0.61,PROD-2023122863
2384,210,14,2,180,0,0.47,PROD-2023078925
2385,345,13,1,250,0,0.33,PROD-2023123056
2386,326,1,3,2060,20,0.98,PROD-2023115653
2387,400,15,2,896,2,0.25,PROD-2024027642
2388,496,15,3,1572,3,0.24,PROD-2024055621
2389,156,1,2,909,2,0.25,PROD-2023061255
2390,533,4,2,800,1,0.16,PROD-2024069503
2391,520,12,2,349,2,0.69,PROD-2024061222
2392,402,10,3,89,0,0.44,PROD-2024023613
2393,88,5,1,800,8,1.07,PROD-2023037518
2394,617,14,3,158,1,0.79,PROD-2024091611
2395,60,15,3,1480,11,0.77,PROD-2023037978
2396,442,11,2,350,3,0.88,PROD-2024034705
2397,204,4,1,894,9,1.08,PROD-2023071361
2398,221,16,3,4598,28,0.63,PROD-2023082253
2399,460,6,2,800,3,0.42,PROD-2024042972
2400,179,2,2,1169,2,0.22,PROD-2023066251
2401,75,1,2,1908,16,0.86,PROD-2023039617
2402,44,12,2,297,2,1.0,PROD-2023029959
2403,474,5,3,915,8,0.92,PROD-2024043914
2404,569,3,1,800,5,0.73,PROD-2024077023
2405,333,6,1,829,4,0.53,PROD-2023115897
2406,47,9,1,300,3,1.05,PROD-2023025725
2407,59,6,3,800,4,0.54,PROD-2023021296
2408,495,3,2,800,6,0.76,PROD-2024056569
2409,576,3,1,800,5,0.73,PROD-2024072493
2410,5,10,1,235,2,0.97,PROD-2023019031
2411,700,8,3,395,1,0.44,PROD-2024111911
2412,490,8,3,398,1,0.27,PROD-2024055135
2413,234,4,3,3317,35,1.06,PROD-2023088418
2414,724,9,2,1495,3,0.26,PROD-2024127236
2415,339,7,3,300,0,0.18,PROD-2023124145
2416,683,10,1,350,4,1.17,PROD-2024115705
2417,325,6,1,1009,7,0.74,PROD-2023117268
2418,168,10,3,342,2,0.63,PROD-2023064602
2419,109,10,3,290,2,1.01,PROD-2023048601
2420,85,14,1,136,0,0.59,PROD-2023035788
2421,201,3,2,800,2,0.3,PROD-2023075438
2422,668,16,3,3175,10,0.33,PROD-2024109506
2423,368,1,2,1370,9,0.71,PROD-2024014098
2424,502,6,1,800,2,0.27,PROD-2024055841
2425,132,13,3,239,2,1.14,PROD-2023051841
2426,595,10,2,241,1,0.57,PROD-2024084014
2427,656,8,3,2169,6,0.3,PROD-2024103629
2428,47,9,1,512,5,1.15,PROD-2023026848
2429,400,14,1,250,0,0.33,PROD-2024021090
2430,50,2,3,862,9,1.05,PROD-2023024265
2431,93,13,1,250,0,0.29,PROD-2023043225
2432,598,6,1,800,5,0.64,PROD-2024085492
2433,557,14,3,250,1,0.53,PROD-2024079155
2434,370,13,1,250,1,0.4,PROD-2024016302
2435,324,4,3,800,7,0.96,PROD-2023117135
2436,197,14,3,40,0,1.15,PROD-2023079462
2437,189,1,1,800,4,0.57,PROD-2023073273
2438,121,5,3,1335,3,0.28,PROD-2023058243
2439,45,12,1,293,2,0.76,PROD-2023027877
2440,373,3,2,800,3,0.46,PROD-2024018306
2441,552,8,3,572,1,0.24,PROD-2024072151
2442,652,1,2,1489,15,1.06,PROD-2024104477
2443,179,5,2,2033,14,0.7,PROD-2023061479
2444,646,3,1,800,8,1.11,PROD-2024103394
2445,627,16,1,749,6,0.92,PROD-2024099808
2446,238,3,3,800,9,1.19,PROD-2023088253
2447,13,6,3,1502,14,0.99,PROD-2023011044
2448,700,13,3,250,1,0.61,PROD-2024111639
2449,519,5,1,800,2,0.33,PROD-2024065917
2450,609,12,3,212,0,0.43,PROD-2024085074
2451,173,13,1,113,1,1.15,PROD-2023064557
2452,359,10,1,350,3,1.09,PROD-2023127618
2453,710,12,2,88,0,0.43,PROD-2024121577
2454,281,10,1,350,4,1.2,PROD-2023106581
2455,385,9,3,300,0,0.3,PROD-2024011392
2456,79,14,3,203,0,0.26,PROD-2023039422
2457,547,2,1,2874,6,0.21,PROD-2024065563
2458,543,14,1,130,0,0.63,PROD-2024065944
2459,137,2,3,1640,13,0.82,PROD-2023051686
2460,188,12,2,350,1,0.47,PROD-2023071408
2461,224,14,3,111,0,0.67,PROD-2023086867
2462,557,16,3,3298,23,0.72,PROD-2024077497
2463,690,4,3,800,5,0.73,PROD-2024119081
2464,631,6,2,1914,16,0.86,PROD-2024095896
2465,252,10,2,266,1,0.42,PROD-2023093559
2466,656,8,1,910,8,0.98,PROD-2024107530
2467,414,2,2,800,4,0.5,PROD-2024025960
2468,344,15,2,600,3,0.63,PROD-2023128952
2469,689,3,2,800,4,0.53,PROD-2024119916
2470,86,10,3,221,1,0.46,PROD-2023031875
2471,563,13,2,138,0,0.24,PROD-2024073459
2472,384,7,2,345,0,0.24,PROD-2024018093
2473,251,13,3,89,0,0.26,PROD-2023095431
2474,547,4,3,1206,3,0.27,PROD-2024062721
2475,311,8,1,983,2,0.21,PROD-2023117508
2476,696,4,1,800,1,0.17,PROD-2024117550
2477,700,8,3,471,4,0.91,PROD-2024117696
2478,647,1,3,800,4,0.55,PROD-2024105444
2479,65,8,2,508,0,0.17,PROD-2023031772
2480,182,5,2,800,7,0.97,PROD-2023072110
2481,10,10,1,350,1,0.29,PROD-2023015208
2482,34,7,1,417,2,0.53,PROD-2023025867
2483,361,8,1,1197,11,0.99,PROD-2023129701
2484,382,8,3,1085,3,0.31,PROD-2024017452
2485,564,12,3,260,2,1.12,PROD-2024073832
2486,530,10,2,350,3,0.95,PROD-2024063252
2487,234,12,2,60,0,0.22,PROD-2023089041
2488,674,10,1,350,0,0.2,PROD-2024115378
2489,279,10,2,99,0,0.37,PROD-2023105614
2490,197,14,2,40,0,0.65,PROD-2023072248
2491,677,7,3,646,4,0.65,PROD-2024115613
2492,686,16,3,1040,8,0.81,PROD-2024115165
2493,472,9,1,1426,3,0.25,PROD-2024041405
2494,31,16,2,1187,11,0.96,PROD-2023014784
2495,714,3,2,837,8,1.01,PROD-2024123160
2496,173,15,3,638,1,0.21,PROD-2023069480
2497,334,1,1,2163,9,0.46,PROD-2023118574
2498,223,15,1,3445,13,0.38,PROD-2023085341
2499,13,11,1,60,0,0.21,PROD-2023015871
2500,410,13,3,250,0,0.29,PROD-2024023094
2501,427,13,2,250,2,0.99,PROD-2024032593
2502,646,1,2,1459,6,0.46,PROD-2024101463
2503,585,5,2,800,8,1.1,PROD-2024086899
2504,519,12,1,196,0,0.43,PROD-2024065601
2505,549,11,3,350,1,0.53,PROD-2024076042
2506,383,7,2,1087,4,0.38,PROD-2024018882
2507,179,2,1,1135,2,0.19,PROD-2023062474
2508,242,5,1,1502,3,0.2,PROD-2023084397
2509,645,4,1,800,9,1.15,PROD-2024106844
2510,89,16,3,1914,17,0.9,PROD-2023035475
2511,695,14,3,250,2,1.09,PROD-2024118546
2512,207,3,2,1285,7,0.55,PROD-2023077915
2513,116,5,2,800,9,1.13,PROD-2023045187
2514,499,13,3,250,0,0.38,PROD-2024059362
2515,498,15,1,740,5,0.76,PROD-2024055560
2516,350,12,1,278,1,0.47,PROD-2023123323
2517,333,8,1,492,5,1.19,PROD-2023115191
2518,714,13,3,250,2,0.89,PROD-2024125648
2519,40,16,3,1038,9,0.88,PROD-2023023182
2520,43,2,1,1131,2,0.25,PROD-2023021267
2521,389,13,2,135,0,0.35,PROD-2024011702
2522,411,12,1,350,2,0.68,PROD-2024024144
2523,43,8,2,566,5,0.95,PROD-2023027558
2524,373,8,3,609,4,0.78,PROD-2024012402
2525,150,2,3,800,5,0.66,PROD-2023056790
2526,154,5,1,800,6,0.76,PROD-2023061543
2527,123,15,1,600,7,1.19,PROD-2023054549
2528,137,1,2,827,5,0.72,PROD-2023059158
2529,329,9,2,321,3,1.1,PROD-2023116437
2530,499,5,1,1694,19,1.16,PROD-2024056299
2531,246,16,2,600,3,0.54,PROD-2023094432
2532,711,12,2,350,0,0.19,PROD-2024125887
2533,574,13,1,250,0,0.31,PROD-2024071714
2534,401,7,3,849,4,0.5,PROD-2024026264
2535,486,3,1,2527,30,1.19,PROD-2024042632
2536,124,16,1,1856,16,0.88,PROD-2023052585
2537,624,13,2,40,0,0.75,PROD-2024097035
2538,700,7,3,432,4,1.11,PROD-2024112148
2539,558,4,3,800,2,0.27,PROD-2024077413
2540,24,8,2,300,2,0.99,PROD-2023017210
2541,625,3,1,920,2,0.24,PROD-2024098706
2542,581,8,1,532,3,0.73,PROD-2024085077
2543,595,8,1,862,3,0.36,PROD-2024084273
2544,611,5,2,1200,5,0.45,PROD-2024092984
2545,342,14,2,219,2,1.01,PROD-2023127855
2546,627,16,2,609,6,1.03,PROD-2024099936
2547,89,15,1,1739,4,0.25,PROD-2023035821
2548,463,4,2,800,9,1.15,PROD-2024047215
2549,504,16,1,1625,6,0.4,PROD-2024051237
2550,369,11,1,204,0,0.37,PROD-2024015217
2551,295,6,2,800,2,0.36,PROD-2023106337
2552,197,3,3,800,4,0.57,PROD-2023078559
2553,59,7,1,300,2,0.85,PROD-2023023487
2554,541,7,1,353,3,1.05,PROD-2024062220
2555,607,11,3,350,1,0.34,PROD-2024084241
2556,188,12,2,350,1,0.55,PROD-2023077360
2557,265,1,1,1289,3,0.27,PROD-2023094298
2558,353,9,3,1024,11,1.17,PROD-2023122282
2559,429,5,2,800,3,0.44,PROD-2024035224
2560,86,11,1,350,0,0.15,PROD-2023035774
2561,571,9,2,300,2,0.88,PROD-2024071153
2562,125,15,2,3376,24,0.73,PROD-2023055610
2563,16,12,2,350,1,0.54,PROD-2023014278
2564,693,12,2,350,0,0.18,PROD-2024115853
2565,312,13,3,212,0,0.36,PROD-2023114094
2566,145,10,2,85,0,1.16,PROD-2023055006
2567,191,15,2,1937,8,0.44,PROD-2023078259
2568,93,6,2,800,1,0.18,PROD-2023041052
2569,299,16,2,3019,16,0.56,PROD-2023109770
2570,204,4,1,1365,6,0.49,PROD-2023079366
2571,390,8,3,600,3,0.6,PROD-2024017155
2572,382,13,1,170,1,1.09,PROD-2024016576
2573,489,12,3,98,0,0.15,PROD-2024056538
2574,679,16,1,902,3,0.37,PROD-2024112013
2575,191,5,2,1151,8,0.74,PROD-2023079664
2576,694,10,2,350,3,0.98,PROD-2024117336
2577,659,13,2,250,0,0.35,PROD-2024104501
2578,309,7,3,547,5,0.94,PROD-2023119504
2579,138,7,2,679,4,0.72,PROD-2023058518
2580,537,12,2,115,0,0.17,PROD-2024062301
2581,625,14,1,212,0,0.36,PROD-2024096875
2582,12,14,3,173,1,0.93,PROD-2023014724
2583,345,16,3,1280,13,1.09,PROD-2023123788
2584,380,8,3,300,2,0.96,PROD-2024019726
2585,558,13,3,250,1,0.52,PROD-2024077826
2586,185,1,2,1614,15,0.95,PROD-2023077257
2587,313,16,1,600,1,0.33,PROD-2023118612
2588,333,11,2,268,1,0.64,PROD-2023111305
2589,260,12,2,202,0,0.23,PROD-2023094927
2590,72,4,2,1674,19,1.17,PROD-2023033596
2591,242,14,3,250,2,0.98,PROD-2023085393
2592,646,3,3,800,2,0.29,PROD-2024106326
2593,537,9,1,576,3,0.69,PROD-2024064527
2594,107,5,3,800,7,0.99,PROD-2023047379
2595,114,3,1,800,2,0.3,PROD-2023047918
2596,664,16,1,2864,8,0.3,PROD-2024102796
2597,710,4,3,800,3,0.46,PROD-2024129229
2598,81,16,3,600,2,0.44,PROD-2023035201
2599,64,8,2,300,2,0.86,PROD-2023031243
2600,136,13,1,209,1,0.83,PROD-2023059888
2601,672,8,2,955,9,1.02,PROD-2024116907
2602,520,12,3,170,1,0.78,PROD-2024066088
2603,278,14,3,53,0,0.81,PROD-2023107754
2604,328,5,2,1671,18,1.1,PROD-2023119514
2605,537,6,1,800,2,0.28,PROD-2024066695
2606,529,1,3,800,6,0.82,PROD-2024065313
2607,102,7,1,313,1,0.39,PROD-2023045874
2608,530,9,2,364,2,0.64,PROD-2024062580
2609,399,9,1,499,5,1.2,PROD-2024026087
2610,481,7,1,704,1,0.27,PROD-2024045190
2611,19,3,2,1669,2,0.15,PROD-2023013897
2612,431,16,1,1453,11,0.77,PROD-2024037176
2613,274,9,1,1545,4,0.3,PROD-2023109388
2614,241,3,3,966,8,0.85,PROD-2023085234
2615,501,12,3,125,1,0.92,PROD-2024058244
2616,598,6,1,800,5,0.68,PROD-2024081477
2617,628,16,2,600,4,0.79,PROD-2024092499
2618,525,5,1,800,8,1.06,PROD-2024067104
2619,38,11,1,89,0,0.82,PROD-2023028821
2620,390,9,2,683,5,0.82,PROD-2024016051
2621,144,6,2,1098,12,1.16,PROD-2023054754
2622,57,12,2,121,1,1.04,PROD-2023024566
2623,123,1,2,800,5,0.63,PROD-2023053687
2624,175,1,1,1543,14,0.95,PROD-2023063671
2625,592,16,2,600,5,0.98,PROD-2024084034
2626,271,3,1,1407,4,0.29,PROD-2023094588
2627,260,9,2,483,4,0.97,PROD-2023098283
2628,81,8,3,656,1,0.24,PROD-2023038086
2629,116,11,3,108,0,0.43,PROD-2023043454
2630,710,2,2,800,4,0.53,PROD-2024128633
2631,231,12,1,152,1,0.95,PROD-2023082038
2632,532,12,3,198,1,0.81,PROD-2024069477
2633,528,2,2,831,4,0.53,PROD-2024063777
2634,348,6,3,939,5,0.61,PROD-2023121545
2635,149,6,1,1508,11,0.76,PROD-2023055644
2636,175,14,2,53,0,0.49,PROD-2023066150
2637,637,2,2,1267,13,1.03,PROD-2024096265
2638,165,4,2,800,5,0.68,PROD-2023068408
2639,423,1,1,1372,14,1.06,PROD-2024022812
2640,682,8,1,2016,16,0.84,PROD-2024117588
2641,456,9,2,617,5,0.83,PROD-2024034861
2642,648,9,2,300,2,0.81,PROD-2024104530
2643,497,9,1,404,0,0.15,PROD-2024052216
2644,240,15,2,603,7,1.17,PROD-2023086797
2645,151,2,2,1957,12,0.65,PROD-2023058047
2646,492,8,1,419,4,1.08,PROD-2024052956
2647,323,13,2,250,0,0.28,PROD-2023116700
2648,128,6,3,800,8,1.04,PROD-2023058745
2649,133,7,2,745,6,0.93,PROD-2023054361
2650,371,2,2,800,5,0.67,PROD-2024014879
2651,250,14,3,73,0,0.58,PROD-2023094986
2652,93,7,3,300,2,0.89,PROD-2023043088
2653,197,14,2,40,0,0.63,PROD-2023072909
2654,676,12,3,350,3,1.13,PROD-2024115224
2655,231,2,1,800,9,1.17,PROD-2023082093
2656,198,6,3,800,4,0.58,PROD-2023079948
2657,248,14,2,108,0,0.68,PROD-2023098685
2658,382,4,2,992,6,0.62,PROD-2024018571
2659,709,7,2,300,0,0.21,PROD-2024125028
2660,533,16,2,600,5,0.95,PROD-2024063827
2661,167,4,3,894,9,1.03,PROD-2023067111
2662,187,13,1,250,1,0.77,PROD-2023075411
2663,103,3,3,3280,24,0.74,PROD-2023045227
2664,126,9,2,300,3,1.16,PROD-2023051332
2665,727,12,3,218,1,0.6,PROD-2024125225
2666,693,7,1,817,7,0.88,PROD-2024112176
2667,54,4,3,866,4,0.49,PROD-2023025716
2668,727,14,2,40,0,0.49,PROD-2024126383
2669,239,8,3,480,4,1.03,PROD-2023085263
2670,682,12,3,130,0,0.29,PROD-2024118196
2671,296,4,3,1300,11,0.91,PROD-2023101881
2672,229,16,1,1501,3,0.22,PROD-2023084753
2673,82,15,1,3055,35,1.17,PROD-2023034741
2674,246,11,3,143,0,0.27,PROD-2023098104
2675,425,16,3,1344,11,0.82,PROD-2024023021
2676,128,4,2,1364,4,0.3,PROD-2023054360
2677,715,8,2,475,4,0.96,PROD-2024127924
2678,554,8,1,612,6,1.13,PROD-2024072228
2679,91,15,3,4578,30,0.66,PROD-2023047281
2680,109,4,2,1335,2,0.16,PROD-2023042008
2681,261,16,2,3090,18,0.6,PROD-2023096627
2682,543,12,3,350,3,0.9,PROD-2024065747
2683,673,12,1,350,0,0.24,PROD-2024114753
2684,174,12,1,350,1,0.44,PROD-2023062593
2685,644,10,3,301,1,0.44,PROD-2024108443
2686,378,15,3,625,2,0.36,PROD-2024019456
2687,45,3,3,989,9,1.01,PROD-2023026263
2688,678,5,1,800,2,0.35,PROD-2024113399
2689,529,13,2,40,0,0.52,PROD-2024066870
2690,79,2,1,800,6,0.83,PROD-2023032314
2691,303,14,1,69,0,0.42,PROD-2023105809
2692,132,4,3,800,2,0.26,PROD-2023057796
2693,257,2,3,1244,3,0.29,PROD-2023097302
2694,455,2,2,1125,4,0.38,PROD-2024033858
2695,233,8,2,447,1,0.36,PROD-2023087717
2696,80,9,3,844,4,0.58,PROD-2023037705
2697,402,7,3,300,2,0.94,PROD-2024029367
2698,441,14,3,177,1,0.61,PROD-2024034526
2699,178,1,1,800,5,0.67,PROD-2023068027
2700,316,15,2,700,2,0.34,PROD-2023114999
2701,44,2,3,800,8,1.06,PROD-2023025177
2702,578,3,3,800,5,0.64,PROD-2024076061
2703,276,12,2,260,2,1.02,PROD-2023105296
2704,471,10,2,83,0,0.91,PROD-2024043762
2705,631,6,1,893,9,1.01,PROD-2024098770
2706,226,8,1,981,9,0.97,PROD-2023087327
2707,157,6,2,940,1,0.18,PROD-2023063449
2708,595,4,3,800,8,1.03,PROD-2024082249
2709,348,15,3,2064,11,0.58,PROD-2023122103
2710,221,9,1,1392,13,0.97,PROD-2023089959
2711,340,6,3,800,2,0.25,PROD-2023124588
2712,520,9,2,300,0,0.27,PROD-2024061720
2713,52,3,2,800,5,0.68,PROD-2023025385
2714,525,11,2,61,0,0.42,PROD-2024066176
2715,176,4,1,1396,14,1.04,PROD-2023063197
2716,577,14,2,66,0,0.29,PROD-2024072053
2717,196,14,3,250,1,0.5,PROD-2023072417
2718,471,16,1,1866,9,0.53,PROD-2024043160
2719,89,16,2,1442,13,0.94,PROD-2023033175
2720,328,10,1,350,1,0.52,PROD-2023115915
2721,263,7,2,300,3,1.07,PROD-2023091179
2722,666,13,1,40,0,1.2,PROD-2024109882
2723,99,13,3,128,1,1.17,PROD-2023048724
2724,178,11,3,60,0,0.93,PROD-2023062749
2725,276,4,2,2012,21,1.09,PROD-2023103712
2726,445,11,1,215,1,0.54,PROD-2024038038
2727,653,1,3,800,6,0.87,PROD-2024102280
2728,14,2,2,800,4,0.52,PROD-2023019786
2729,527,9,3,300,0,0.2,PROD-2024069065
2730,526,6,1,800,4,0.59,PROD-2024062181
2731,658,3,3,3721,29,0.79,PROD-2024101668
2732,338,11,1,350,2,0.65,PROD-2023125047
2733,607,11,1,350,3,0.98,PROD-2024086226
2734,525,11,3,68,0,0.97,PROD-2024066216
2735,79,4,3,978,4,0.5,PROD-2023039909
2736,226,10,2,67,0,1.19,PROD-2023082114
2737,65,5,3,830,3,0.44,PROD-2023031327
2738,654,13,2,179,1,1.01,PROD-2024108749
2739,23,11,1,168,1,0.63,PROD-2023019548
2740,400,16,3,2742,7,0.26,PROD-2024029271
2741,624,15,1,992,11,1.13,PROD-2024091769
2742,655,15,2,1813,17,0.96,PROD-2024101526
2743,269,14,2,250,2,0.96,PROD-2023096955
2744,706,3,2,2423,19,0.82,PROD-2024128588
2745,79,2,1,800,4,0.54,PROD-2023038176
2746,51,16,2,665,5,0.9,PROD-2023027659
2747,254,8,2,1604,4,0.29,PROD-2023097115
2748,209,6,2,1464,8,0.55,PROD-2023078960
2749,326,3,1,1482,12,0.82,PROD-2023114517
2750,45,3,2,949,3,0.37,PROD-2023021466
2751,372,4,2,1941,22,1.17,PROD-2024012898
2752,511,10,2,177,1,0.93,PROD-2024058141
2753,78,14,1,250,2,0.86,PROD-2023037325
2754,525,1,3,1243,10,0.87,PROD-2024068824
2755,604,6,1,800,5,0.7,PROD-2024081962
2756,419,16,3,600,1,0.33,PROD-2024029882
2757,196,9,2,610,2,0.46,PROD-2023077457
2758,1,4,1,800,6,0.81,PROD-2023017606
2759,77,10,3,103,0,0.5,PROD-2023039296
2760,151,3,3,800,8,1.07,PROD-2023053384
2761,80,3,1,800,6,0.85,PROD-2023034759
2762,399,5,1,800,8,1.12,PROD-2024025871
2763,350,1,1,800,6,0.79,PROD-2023124444
2764,537,3,2,1781,12,0.71,PROD-2024066674
2765,261,4,2,800,4,0.52,PROD-2023091231
2766,146,1,2,800,2,0.33,PROD-2023051406
2767,4,8,2,763,7,0.95,PROD-2023015770
2768,75,14,1,154,0,0.38,PROD-2023037959
2769,16,8,3,566,5,0.91,PROD-2023017333
2770,306,16,2,3353,22,0.66,PROD-2023111870
2771,276,15,1,1595,9,0.61,PROD-2023101260
2772,435,4,2,1375,14,1.08,PROD-2024035354
2773,497,9,1,337,3,0.94,PROD-2024051640
2774,216,9,2,579,4,0.86,PROD-2023081351
2775,40,5,2,1699,15,0.94,PROD-2023021428
2776,276,12,3,350,3,0.96,PROD-2023107861
2777,5,7,3,339,3,0.94,PROD-2023012585
2778,163,11,3,274,1,0.68,PROD-2023069305
2779,618,8,3,300,3,1.0,PROD-2024095513
2780,84,14,1,250,1,0.65,PROD-2023034849
2781,386,11,1,350,2,0.74,PROD-2024018285
2782,727,4,2,905,4,0.55,PROD-2024127941
2783,212,8,2,796,3,0.39,PROD-2023076162
2784,388,16,3,1235,12,0.98,PROD-2024012016
2785,142,13,1,192,1,0.9,PROD-2023051734
2786,411,16,3,1141,8,0.73,PROD-2024025440
2787,20,13,3,84,0,0.46,PROD-2023017371
2788,404,7,2,300,3,1.09,PROD-2024023761
2789,366,13,1,100,0,0.22,PROD-2024016245
2790,343,8,1,300,1,0.66,PROD-2023129408
2791,158,4,2,800,6,0.85,PROD-2023068050
