procurement_id,order_date_key,product_id,supplier_id,order_quantity,unit_cost,total_cost,lead_time_days,delivery_date_key,quality_score,po_number
767,205,7,6,50,634.96,31748.0,8,213,93.8,PO-2023-105416
768,330,15,1,269,199.26,53600.94,15,345,96.4,PO-2023-194979
769,303,8,3,50,463.24,23162.0,7,310,96.4,PO-2023-616205
770,93,13,3,50,1631.81,81590.5,13,106,98.9,PO-2023-380800
771,215,7,2,50,676.8,33840.0,7,222,98.0,PO-2023-255574
772,387,1,5,50,616.74,30837.0,13,400,95.5,PO-2024-322570
773,456,12,2,50,293.67,14683.5,18,474,95.8,PO-2024-394411
774,224,6,4,50,494.97,24748.5,13,237,96.1,PO-2023-576285
775,706,7,6,50,726.43,36321.5,13,719,95.9,PO-2024-748605
776,417,11,2,50,999.16,49958.0,8,425,95.0,PO-2024-581434
777,680,4,2,65,320.36,20823.4,17,697,95.8,PO-2024-750802
778,714,14,7,50,616.81,30840.5,5,719,95.8,PO-2024-787134
779,235,16,1,50,122.39,6119.5,13,248,96.6,PO-2023-768695
780,35,15,7,82,229.06,18782.92,13,48,95.4,PO-2023-576622
781,713,14,7,50,624.35,31217.5,8,721,96.1,PO-2024-335844
782,216,4,4,78,382.49,29834.22,12,228,98.4,PO-2023-886806
783,248,11,6,50,1144.01,57200.5,14,262,97.7,PO-2023-973943
784,98,13,1,50,1639.08,81954.0,18,116,98.0,PO-2023-979105
785,475,7,6,50,714.88,35744.0,12,487,95.9,PO-2024-666161
786,88,8,6,50,439.21,21960.5,8,96,96.9,PO-2023-664183
787,153,16,1,74,124.91,9243.34,10,163,96.6,PO-2023-322333
788,322,4,1,51,378.6,19308.6,9,331,95.6,PO-2023-585499
789,105,4,7,50,320.22,16011.0,11,116,96.7,PO-2023-591374
790,137,9,3,77,110.41,8501.57,10,147,99.3,PO-2023-913504
791,599,3,5,50,412.68,20634.0,18,617,93.9,PO-2024-545002
792,599,4,2,50,343.59,17179.5,8,607,96.7,PO-2024-958361
793,507,3,2,50,443.39,22169.5,7,514,95.6,PO-2024-948506
794,702,3,3,50,394.75,19737.5,9,711,99.9,PO-2024-336060
795,377,16,6,81,105.35,8533.35,5,382,96.9,PO-2024-885049
796,343,8,3,50,501.48,25074.0,17,360,100.0,PO-2023-113643
797,352,12,5,50,307.29,15364.5,13,365,97.0,PO-2023-182915
798,472,13,1,50,1512.43,75621.5,7,479,96.7,PO-2024-836192
799,161,11,2,50,1191.86,59593.0,17,178,98.1,PO-2023-586985
800,102,3,4,50,395.66,19783.0,14,116,96.3,PO-2023-524326
801,65,1,5,50,661.22,33061.0,8,73,97.4,PO-2023-992373
802,481,7,6,50,739.09,36954.5,11,492,97.7,PO-2024-485301
803,488,8,2,50,423.88,21194.0,13,501,96.7,PO-2024-968350
804,118,16,6,74,106.4,7873.6,12,130,96.9,PO-2023-514120
805,35,16,5,62,120.21,7453.02,11,46,95.2,PO-2023-874033
806,280,14,7,50,586.11,29305.5,8,288,94.3,PO-2023-736356
807,18,14,7,50,618.86,30943.0,10,28,93.7,PO-2023-589279
808,145,13,3,50,1504.54,75227.0,12,157,97.9,PO-2023-498281
809,510,9,5,50,113.25,5662.5,18,528,95.5,PO-2024-605817
810,36,4,7,63,368.51,23216.13,14,50,94.4,PO-2023-506878
811,364,8,6,52,412.71,21460.92,7,371,97.7,PO-2023-782427
812,174,12,2,50,321.49,16074.5,7,181,95.2,PO-2023-809207
813,411,16,6,56,119.5,6692.0,5,416,96.5,PO-2024-934689
814,336,11,6,50,1050.49,52524.5,6,342,96.3,PO-2023-498437
815,371,4,6,50,372.69,18634.5,7,378,94.7,PO-2024-782098
816,687,3,3,50,430.59,21529.5,12,699,98.9,PO-2024-538896
817,290,10,1,50,1510.52,75526.0,17,307,97.9,PO-2023-839400
818,209,9,3,50,114.62,5731.0,10,219,97.1,PO-2023-915556
819,658,2,5,50,557.54,27877.0,9,667,97.2,PO-2024-816574
820,627,12,7,50,336.24,16812.0,5,632,94.6,PO-2024-674139
821,297,7,6,50,612.66,30633.0,11,308,95.4,PO-2023-793779
822,161,1,7,73,611.05,44606.65,14,175,95.0,PO-2023-468426
823,567,5,1,50,917.03,45851.5,10,577,96.6,PO-2024-694989
824,474,8,2,50,439.9,21995.0,15,489,95.0,PO-2024-647672
825,531,11,4,50,1112.79,55639.5,10,541,97.0,PO-2024-252015
826,367,4,3,50,337.65,16882.5,18,385,97.8,PO-2024-506470
827,557,9,2,50,112.49,5624.5,18,575,96.0,PO-2024-121590
828,127,5,5,50,974.35,48717.5,9,136,95.9,PO-2023-310804
829,246,3,2,50,407.83,20391.5,11,257,96.9,PO-2023-125355
830,135,7,5,50,689.07,34453.5,16,151,96.9,PO-2023-209311
831,454,11,4,50,1097.36,54868.0,16,470,96.1,PO-2024-427333
832,58,11,3,50,1148.82,57441.0,13,71,96.7,PO-2023-599936
833,677,9,2,50,119.99,5999.5,9,686,96.2,PO-2024-200849
834,669,12,2,50,334.89,16744.5,15,684,98.4,PO-2024-512456
835,172,12,4,50,275.06,13753.0,8,180,98.4,PO-2023-878342
836,239,15,3,52,240.22,12491.44,13,252,97.5,PO-2023-290950
837,190,2,7,50,584.22,29211.0,14,204,94.5,PO-2023-937053
838,521,8,3,50,420.34,21017.0,16,537,96.9,PO-2024-599818
839,486,3,3,70,396.05,27723.5,12,498,98.8,PO-2024-250557
840,11,6,6,50,489.4,24470.0,12,23,93.9,PO-2023-756596
841,148,6,7,50,520.68,26034.0,10,158,96.1,PO-2023-560976
842,269,10,3,50,1622.44,81122.0,7,276,98.0,PO-2023-539884
843,383,7,3,50,672.34,33617.0,8,391,97.1,PO-2024-798865
844,147,13,2,50,1541.0,77050.0,7,154,96.8,PO-2023-910575
845,318,8,2,50,466.82,23341.0,15,333,95.5,PO-2023-919283
846,469,4,2,50,345.12,17256.0,11,480,98.1,PO-2024-942503
847,511,2,7,88,560.95,49363.6,5,516,95.6,PO-2024-482299
848,250,15,7,60,200.51,12030.6,11,261,95.7,PO-2023-469986
849,150,8,3,50,485.79,24289.5,8,158,96.6,PO-2023-902824
850,418,1,5,56,589.39,33005.84,8,426,94.7,PO-2024-913564
851,684,12,4,50,310.63,15531.5,17,701,98.6,PO-2024-183360
852,361,15,6,94,221.69,20838.86,8,369,97.6,PO-2023-428605
853,399,12,5,50,310.11,15505.5,18,417,93.5,PO-2024-203863
854,323,9,2,50,101.79,5089.5,14,337,98.7,PO-2023-831179
855,328,12,1,50,299.03,14951.5,15,343,99.5,PO-2023-304090
856,396,13,7,50,1395.69,69784.5,14,410,93.3,PO-2024-572795
857,492,8,3,50,463.35,23167.5,11,503,96.3,PO-2024-651719
858,120,1,1,50,588.88,29444.0,15,135,97.9,PO-2023-267745
859,355,13,2,50,1408.63,70431.5,13,368,95.8,PO-2023-201599
860,330,16,5,98,114.04,11175.92,15,345,96.5,PO-2023-134536
861,167,11,2,50,1026.71,51335.5,13,180,95.8,PO-2023-232904
862,534,12,7,50,294.83,14741.5,12,546,96.8,PO-2024-650165
863,75,2,1,77,575.98,44350.46,13,88,96.8,PO-2023-287086
864,87,2,4,67,547.68,36694.56,7,94,97.4,PO-2023-670163
865,663,13,1,50,1432.89,71644.5,15,678,98.6,PO-2024-636302
866,134,6,1,50,480.97,24048.5,7,141,96.8,PO-2023-304595
867,16,8,4,50,461.1,23055.0,13,29,99.4,PO-2023-871923
868,722,10,4,50,1647.13,82356.5,17,731,99.3,PO-2024-262093
869,132,11,1,50,1195.67,59783.5,7,139,97.3,PO-2023-164397
870,629,10,7,50,1683.7,84185.0,11,640,95.2,PO-2024-278315
871,313,16,2,50,121.73,6086.5,14,327,96.3,PO-2023-778992
872,98,15,4,50,212.18,10609.0,8,106,97.3,PO-2023-830668
873,660,10,1,50,1713.46,85673.0,7,667,97.3,PO-2024-979116
874,326,2,7,58,561.98,32594.84,7,333,95.4,PO-2023-274759
875,438,5,7,50,993.41,49670.5,7,445,95.5,PO-2024-528762
876,487,3,2,50,455.37,22768.5,10,497,96.0,PO-2024-275630
877,120,7,6,50,628.35,31417.5,14,134,96.9,PO-2023-767727
878,284,2,7,109,627.25,68370.25,9,293,95.4,PO-2023-468204
879,43,13,5,50,1590.31,79515.5,18,61,94.4,PO-2023-351405
880,52,11,3,50,1089.36,54468.0,12,64,97.9,PO-2023-255722
881,557,14,5,50,582.52,29126.0,17,574,94.4,PO-2024-640687
882,19,2,7,50,657.82,32891.0,6,25,95.6,PO-2023-128043
883,91,16,3,50,126.63,6331.5,14,105,97.6,PO-2023-119451
884,352,12,6,50,311.82,15591.0,6,358,94.9,PO-2023-713612
885,305,11,5,50,984.55,49227.5,17,322,96.9,PO-2023-739339
886,305,14,3,50,608.56,30428.0,12,317,98.6,PO-2023-264444
887,562,9,6,50,110.82,5541.0,13,575,96.3,PO-2024-866084
888,570,9,6,50,107.68,5384.0,9,579,97.5,PO-2024-184805
889,644,6,7,50,554.99,27749.5,6,650,94.8,PO-2024-269593
890,320,7,5,50,709.14,35457.0,11,331,95.6,PO-2023-607139
891,154,14,3,50,554.68,27734.0,7,161,98.4,PO-2023-282777
892,477,13,4,50,1687.46,84373.0,15,492,99.8,PO-2024-463430
893,463,13,6,50,1401.36,70068.0,12,475,96.4,PO-2024-122446
894,391,13,7,50,1599.43,79971.5,5,396,94.3,PO-2024-941131
895,11,9,1,50,120.96,6048.0,11,22,99.0,PO-2023-899742
896,566,14,6,50,590.03,29501.5,10,576,96.5,PO-2024-789539
897,564,3,5,50,417.43,20871.5,18,582,96.5,PO-2024-767222
898,125,6,4,50,528.72,26436.0,15,140,97.0,PO-2023-957683
899,460,8,5,50,409.63,20481.5,12,472,96.3,PO-2024-689431
900,22,12,1,50,287.99,14399.5,9,31,96.6,PO-2023-296327
901,55,2,3,50,669.63,33481.5,11,66,99.2,PO-2023-811337
902,338,2,1,64,668.6,42790.4,12,350,96.0,PO-2023-826263
903,717,10,1,50,1603.66,80183.0,9,726,96.7,PO-2024-382397
904,79,11,7,50,1111.11,55555.5,10,89,96.1,PO-2023-596016
905,116,16,6,167,108.49,18117.83,9,125,95.9,PO-2023-607927
906,421,14,3,50,580.02,29001.0,7,428,99.8,PO-2024-657240
907,303,8,2,50,421.97,21098.5,15,318,97.2,PO-2023-747991
908,516,9,1,50,115.67,5783.5,7,523,98.4,PO-2024-969818
909,125,8,4,50,470.06,23503.0,11,136,98.4,PO-2023-807626
910,15,2,1,58,649.31,37659.98,9,24,95.7,PO-2023-261461
911,586,2,2,50,585.81,29290.5,16,602,96.7,PO-2024-460966
912,197,9,4,50,122.82,6141.0,13,210,99.9,PO-2023-912261
913,434,2,6,53,663.27,35153.31,12,446,95.3,PO-2024-571150
914,575,6,3,50,491.43,24571.5,12,587,98.1,PO-2024-684527
915,712,6,3,83,547.06,45405.98,12,724,96.3,PO-2024-546901
916,402,8,7,50,502.65,25132.5,13,415,94.8,PO-2024-275955
917,165,4,6,50,382.79,19139.5,13,178,95.7,PO-2023-335053
918,586,8,1,50,426.1,21305.0,12,598,96.5,PO-2024-772215
919,574,4,3,62,336.82,20882.84,11,585,97.9,PO-2024-634475
920,657,12,3,50,291.44,14572.0,17,674,99.9,PO-2024-400056
921,143,3,3,50,412.33,20616.5,8,151,98.8,PO-2023-426493
922,186,13,3,50,1608.64,80432.0,13,199,97.0,PO-2023-305338
923,516,6,4,50,518.35,25917.5,12,528,98.5,PO-2024-994173
924,306,16,1,107,118.9,12722.3,17,323,96.0,PO-2023-660796
925,469,7,6,50,721.82,36091.0,14,483,95.2,PO-2024-691237
926,612,11,3,50,1100.66,55033.0,8,620,98.7,PO-2024-358107
927,459,4,6,61,324.12,19771.32,14,473,95.6,PO-2024-584461
928,514,1,6,68,655.17,44551.56,6,520,96.7,PO-2024-495762
929,39,13,4,50,1542.5,77125.0,10,49,97.4,PO-2023-970131
930,167,2,3,50,668.48,33424.0,16,183,98.2,PO-2023-732935
931,706,4,2,75,391.61,29370.75,10,716,97.5,PO-2024-701297
932,97,5,7,76,924.58,70268.08,14,111,93.7,PO-2023-766753
933,565,10,3,50,1519.87,75993.5,15,580,98.2,PO-2024-322544
934,10,14,6,50,559.57,27978.5,6,16,96.6,PO-2023-652016
935,172,1,6,50,647.01,32350.5,9,181,97.7,PO-2023-431758
936,384,11,5,50,1092.76,54638.0,10,394,93.8,PO-2024-748346
937,300,16,4,50,108.57,5428.5,8,308,99.5,PO-2023-568739
938,683,6,7,50,458.8,22940.0,5,688,96.3,PO-2024-303125
939,472,12,6,50,337.54,16877.0,5,477,95.3,PO-2024-830765
940,403,10,7,50,1414.23,70711.5,13,416,95.9,PO-2024-416662
941,729,16,3,136,117.63,15997.68,14,731,97.8,PO-2024-436589
942,711,3,3,63,461.71,29087.73,17,728,96.8,PO-2024-640908
943,304,11,1,50,1082.97,54148.5,10,314,97.3,PO-2023-319891
944,17,5,1,115,1013.69,116574.35,10,27,96.9,PO-2023-421964
945,393,15,1,50,206.3,10315.0,18,411,99.5,PO-2024-443704
946,370,11,5,50,1017.0,50850.0,12,382,96.3,PO-2024-158504
947,85,10,6,50,1506.06,75303.0,12,97,94.1,PO-2023-206560
948,366,13,7,50,1451.88,72594.0,12,378,94.0,PO-2024-317748
949,703,7,3,50,709.16,35458.0,16,719,96.7,PO-2024-961528
950,496,2,4,50,608.47,30423.5,7,503,96.5,PO-2024-204473
951,605,14,4,50,663.67,33183.5,7,612,96.4,PO-2024-879731
952,628,7,1,73,653.31,47691.63,17,645,98.9,PO-2024-506711
953,462,7,2,50,638.54,31927.0,10,472,95.9,PO-2024-535283
954,27,14,1,50,675.96,33798.0,18,45,97.0,PO-2023-318166
955,12,10,2,50,1522.32,76116.0,8,20,97.6,PO-2023-769324
956,237,6,2,50,512.46,25623.0,14,251,95.0,PO-2023-279364
957,480,8,3,50,443.51,22175.5,18,498,99.5,PO-2024-382050
958,248,9,6,50,116.9,5845.0,10,258,97.2,PO-2023-199949
959,96,4,4,50,333.05,16652.5,13,109,99.6,PO-2023-483627
960,257,10,1,50,1633.77,81688.5,17,274,96.7,PO-2023-481329
961,350,12,2,50,314.77,15738.5,9,359,98.1,PO-2023-357755
962,482,4,3,130,353.08,45900.4,9,491,97.2,PO-2024-435079
963,110,15,6,66,231.89,15304.74,8,118,94.0,PO-2023-525309
964,158,4,1,50,391.51,19575.5,16,174,95.6,PO-2023-379279
965,277,11,3,50,1176.42,58821.0,9,286,98.0,PO-2023-986720
966,378,15,6,63,207.74,13087.62,13,391,95.8,PO-2024-888539
967,105,7,3,50,710.74,35537.0,17,122,97.1,PO-2023-450715
968,61,1,3,50,639.24,31962.0,15,76,97.6,PO-2023-681765
969,193,6,1,50,471.15,23557.5,11,204,99.0,PO-2023-742278
970,661,1,5,60,625.1,37506.0,13,674,95.8,PO-2024-144399
971,575,14,1,50,640.07,32003.5,14,589,98.3,PO-2024-318628
972,285,4,7,62,333.37,20668.94,13,298,92.9,PO-2023-754047
973,543,12,6,50,300.35,15017.5,11,554,93.8,PO-2024-806526
974,236,16,3,50,110.73,5536.5,12,248,96.3,PO-2023-577081
975,116,2,7,71,587.97,41745.87,11,127,94.3,PO-2023-438943
976,114,5,5,50,996.96,49848.0,18,132,93.7,PO-2023-517044
977,458,6,3,50,496.67,24833.5,16,474,98.1,PO-2024-927456
978,696,7,6,50,619.04,30952.0,8,704,94.5,PO-2024-290506
979,216,15,1,50,196.46,9823.0,13,229,96.5,PO-2023-167186
980,185,1,5,53,590.01,31270.53,13,198,96.9,PO-2023-592130
981,107,2,7,50,639.1,31955.0,8,115,94.4,PO-2023-353943
982,157,10,3,50,1639.34,81967.0,8,165,99.4,PO-2023-853654
983,278,12,2,50,336.47,16823.5,9,287,97.0,PO-2023-214096
984,497,1,2,50,614.19,30709.5,15,512,96.4,PO-2024-997842
985,295,16,7,75,104.69,7851.75,7,302,95.4,PO-2023-445909
986,425,10,3,50,1478.3,73915.0,16,441,96.8,PO-2024-401196
987,391,5,2,50,920.25,46012.5,9,400,97.9,PO-2024-158432
988,410,11,1,50,1014.5,50725.0,14,424,97.6,PO-2024-732923
989,575,6,2,50,525.56,26278.0,11,586,97.4,PO-2024-449082
990,116,6,1,50,542.79,27139.5,16,132,95.9,PO-2023-344669
991,214,9,3,65,103.83,6748.95,12,226,99.9,PO-2023-222236
992,21,4,6,69,391.8,27034.2,7,28,96.2,PO-2023-872291
993,382,3,6,50,423.15,21157.5,12,394,97.0,PO-2024-399763
994,572,6,1,50,511.42,25571.0,16,588,99.0,PO-2024-580637
995,42,15,5,74,205.37,15197.38,8,50,97.1,PO-2023-103644
996,305,10,5,50,1600.79,80039.5,7,312,95.9,PO-2023-511158
997,20,9,2,50,105.58,5279.0,7,27,95.3,PO-2023-296805
998,30,1,1,50,630.13,31506.5,14,44,98.9,PO-2023-271826
999,307,11,4,50,1139.01,56950.5,10,317,97.6,PO-2023-716248
1000,53,11,2,50,1153.76,57688.0,17,70,97.0,PO-2023-593558
1001,2,9,6,50,110.6,5530.0,13,15,96.7,PO-2023-291160
1002,150,1,6,50,712.75,35637.5,7,157,94.1,PO-2023-553170
1003,546,13,2,50,1447.57,72378.5,9,555,98.6,PO-2024-995635
1004,99,2,2,50,636.8,31840.0,8,107,95.6,PO-2023-441239
1005,70,2,2,50,573.39,28669.5,16,86,98.8,PO-2023-503473
1006,597,1,2,50,588.69,29434.5,16,613,98.2,PO-2024-405416
1007,428,16,7,123,125.83,15477.09,6,434,96.9,PO-2024-413832
1008,544,1,1,50,630.68,31534.0,9,553,96.2,PO-2024-262367
1009,228,2,3,57,594.86,33907.02,17,245,96.3,PO-2023-797661
1010,707,8,7,53,430.33,22807.49,8,715,96.5,PO-2024-831213
1011,597,1,6,50,622.73,31136.5,7,604,96.6,PO-2024-743414
1012,72,1,6,50,671.76,33588.0,12,84,94.9,PO-2023-469533
1013,19,2,2,50,615.65,30782.5,18,37,98.3,PO-2023-345670
1014,303,13,2,50,1537.99,76899.5,17,320,98.6,PO-2023-482951
1015,558,4,7,50,372.25,18612.5,14,572,93.0,PO-2024-354079
1016,24,7,7,50,689.16,34458.0,9,33,94.3,PO-2023-605642
1017,17,9,3,50,101.46,5073.0,18,35,100.0,PO-2023-462140
1018,586,5,7,50,899.62,44981.0,7,593,95.9,PO-2024-813982
1019,141,2,2,50,606.73,30336.5,15,156,96.5,PO-2023-173440
1020,659,5,5,50,1037.57,51878.5,15,674,96.8,PO-2024-512945
1021,253,14,6,50,608.36,30418.0,10,263,94.5,PO-2023-749877
1022,17,4,1,59,336.84,19873.56,12,29,99.3,PO-2023-499322
1023,433,12,7,50,309.85,15492.5,11,444,95.2,PO-2024-796854
1024,661,1,7,55,698.99,38444.45,5,666,95.9,PO-2024-449112
1025,272,14,7,50,635.83,31791.5,9,281,96.5,PO-2023-208321
1026,681,4,7,50,367.59,18379.5,10,691,94.3,PO-2024-530419
1027,78,14,2,50,673.26,33663.0,9,87,96.5,PO-2023-527983
1028,499,10,4,50,1601.72,80086.0,7,506,99.0,PO-2024-697273
1029,255,9,7,50,101.23,5061.5,10,265,95.2,PO-2023-416897
1030,75,1,4,83,612.04,50799.32,11,86,96.6,PO-2023-403102
1031,386,3,7,50,454.55,22727.5,7,393,93.0,PO-2024-435720
1032,716,16,3,127,122.33,15535.91,9,725,99.9,PO-2024-764715
1033,455,6,1,50,478.16,23908.0,7,462,98.3,PO-2024-981980
1034,211,16,7,185,109.66,20287.1,6,217,94.3,PO-2023-982775
1035,154,1,6,51,692.3,35307.3,5,159,96.2,PO-2023-451429
1036,230,15,6,87,214.21,18636.27,8,238,96.4,PO-2023-131627
1037,292,11,5,50,1137.05,56852.5,10,302,96.4,PO-2023-181820
1038,4,16,6,71,108.59,7709.89,10,14,94.5,PO-2023-908801
1039,503,16,4,78,115.37,8998.86,14,517,98.1,PO-2024-164737
1040,628,9,4,90,114.55,10309.5,13,641,97.1,PO-2024-271259
1041,184,14,5,50,667.94,33397.0,10,194,93.6,PO-2023-791059
1042,295,5,6,50,979.27,48963.5,5,300,96.7,PO-2023-868776
1043,138,13,1,50,1488.94,74447.0,11,149,97.6,PO-2023-109718
1044,687,7,3,50,689.32,34466.0,9,696,96.6,PO-2024-874783
1045,285,1,5,50,681.71,34085.5,17,302,93.6,PO-2023-393040
1046,553,4,3,50,379.25,18962.5,17,570,99.9,PO-2024-858222
1047,204,12,1,50,318.89,15944.5,18,222,95.8,PO-2023-980755
1048,3,2,7,73,617.81,45100.13,5,8,94.0,PO-2023-730141
1049,311,14,2,50,670.62,33531.0,11,322,95.0,PO-2023-377767
1050,152,1,1,50,592.96,29648.0,7,159,98.2,PO-2023-387831
1051,253,4,6,50,324.01,16200.5,10,263,95.3,PO-2023-109786
1052,588,14,2,50,641.51,32075.5,15,603,96.6,PO-2024-431871
1053,128,16,1,110,105.02,11552.2,13,141,97.3,PO-2023-949197
1054,139,10,3,50,1480.24,74012.0,11,150,98.2,PO-2023-462349
1055,76,8,1,50,411.48,20574.0,12,88,96.0,PO-2023-854321
1056,319,10,2,50,1546.79,77339.5,17,336,95.4,PO-2023-459411
1057,416,7,7,50,654.41,32720.5,6,422,96.8,PO-2024-228098
1058,125,13,1,50,1622.48,81124.0,9,134,99.0,PO-2023-593756
1059,426,3,7,112,405.29,45392.48,10,436,95.4,PO-2024-376032
1060,123,8,1,50,419.42,20971.0,13,136,99.4,PO-2023-110923
1061,721,5,6,105,1014.21,106492.05,12,731,94.5,PO-2024-433024
1062,113,12,3,50,328.45,16422.5,7,120,98.1,PO-2023-623514
1063,133,13,1,50,1396.46,69823.0,9,142,96.8,PO-2023-133387
1064,611,4,5,50,341.0,17050.0,18,629,96.5,PO-2024-415245
1065,479,16,1,72,115.2,8294.4,7,486,98.5,PO-2024-549329
1066,378,12,6,50,294.75,14737.5,8,386,97.1,PO-2024-527304
1067,163,3,1,50,388.08,19404.0,16,179,98.4,PO-2023-742882
1068,69,10,5,50,1418.17,70908.5,16,85,97.4,PO-2023-910593
1069,169,14,6,50,647.17,32358.5,5,174,97.0,PO-2023-740844
1070,537,4,6,52,330.6,17191.2,14,551,95.6,PO-2024-841649
1071,634,9,1,50,113.66,5683.0,17,651,98.3,PO-2024-930948
1072,130,1,6,50,655.3,32765.0,9,139,96.7,PO-2023-451724
1073,603,16,6,60,126.47,7588.2,14,617,94.4,PO-2024-473232
1074,89,11,3,50,1038.54,51927.0,12,101,99.3,PO-2023-255869
1075,262,6,4,50,522.69,26134.5,14,276,96.9,PO-2023-844312
1076,714,4,4,85,381.28,32408.8,13,727,99.5,PO-2024-675358
1077,333,5,1,51,881.16,44939.16,8,341,99.3,PO-2023-279369
1078,727,4,5,72,328.47,23649.84,14,731,94.1,PO-2024-384258
1079,699,6,2,50,499.73,24986.5,14,713,96.8,PO-2024-641751
1080,511,1,2,50,646.49,32324.5,15,526,95.1,PO-2024-617125
1081,255,14,1,50,662.15,33107.5,11,266,99.3,PO-2023-627766
1082,346,2,5,106,625.76,66330.56,8,354,96.4,PO-2023-329619
1083,360,13,2,50,1425.48,71274.0,12,372,96.6,PO-2023-287081
1084,634,12,1,50,317.19,15859.5,13,647,97.0,PO-2024-968880
1085,243,11,6,50,1008.51,50425.5,6,249,95.6,PO-2023-258365
1086,670,8,5,80,440.24,35219.2,8,678,96.2,PO-2024-499880
1087,389,4,6,124,347.98,43149.52,13,402,97.5,PO-2024-538802
1088,365,14,5,50,563.23,28161.5,8,373,96.9,PO-2023-120867
1089,265,6,5,90,525.7,47313.0,16,281,93.6,PO-2023-695576
1090,449,5,2,65,1008.99,65584.35,14,463,96.4,PO-2024-606889
1091,254,3,2,50,388.59,19429.5,15,269,96.5,PO-2023-943368
1092,255,9,2,50,113.56,5678.0,17,272,98.7,PO-2023-146183
1093,310,10,4,57,1524.36,86888.52,14,324,97.6,PO-2023-930519
1094,400,8,6,50,411.36,20568.0,5,405,96.4,PO-2024-456263
1095,65,5,7,52,1010.43,52542.36,5,70,95.1,PO-2023-145142
1096,169,2,4,50,569.53,28476.5,7,176,98.7,PO-2023-719225
1097,409,5,7,50,880.78,44039.0,10,419,96.5,PO-2024-409323
1098,577,1,3,50,663.97,33198.5,18,595,97.3,PO-2024-170809
1099,126,12,7,50,288.0,14400.0,6,132,94.5,PO-2023-489862
1100,230,12,1,50,312.4,15620.0,16,246,97.9,PO-2023-144364
1101,175,10,4,50,1581.26,79063.0,17,192,97.9,PO-2023-878017
1102,42,5,3,50,981.77,49088.5,13,55,98.1,PO-2023-376328
1103,17,9,5,50,103.19,5159.5,8,25,95.3,PO-2023-392639
1104,367,3,5,50,448.82,22441.0,8,375,96.6,PO-2024-556606
1105,362,5,4,50,878.29,43914.5,18,380,99.9,PO-2023-928596
1106,95,9,1,50,119.17,5958.5,12,107,98.1,PO-2023-308746
1107,183,2,6,53,587.88,31157.64,12,195,95.2,PO-2023-797114
1108,307,11,7,50,1011.52,50576.0,10,317,93.1,PO-2023-664532
1109,481,16,2,50,114.15,5707.5,10,491,98.6,PO-2024-161748
1110,498,14,2,50,586.14,29307.0,13,511,96.6,PO-2024-477559
1111,219,14,4,50,595.79,29789.5,10,229,99.0,PO-2023-440777
1112,392,5,1,50,923.66,46183.0,17,409,98.3,PO-2024-617789
1113,601,14,3,50,667.64,33382.0,14,615,96.2,PO-2024-209737
1114,107,16,2,50,117.82,5891.0,18,125,94.9,PO-2023-616506
1115,558,16,5,50,104.69,5234.5,7,565,94.5,PO-2024-250268
1116,245,6,7,50,507.78,25389.0,8,253,93.9,PO-2023-201540
1117,81,2,7,50,547.21,27360.5,14,95,93.0,PO-2023-586579
1118,722,11,3,50,1088.41,54420.5,12,731,96.6,PO-2024-520006
1119,23,7,4,50,603.15,30157.5,13,36,96.9,PO-2023-378775
1120,62,10,5,50,1466.12,73306.0,16,78,94.7,PO-2023-804007
1121,553,9,6,73,109.3,7978.9,6,559,95.5,PO-2024-778277
1122,524,4,2,69,330.91,22832.79,14,538,97.6,PO-2024-565473
1123,164,14,2,50,551.61,27580.5,11,175,97.9,PO-2023-930062
1124,28,13,7,50,1448.74,72437.0,11,39,93.0,PO-2023-990575
1125,539,10,2,50,1491.5,74575.0,13,552,96.2,PO-2024-447174
1126,687,7,5,50,613.21,30660.5,15,702,95.9,PO-2024-501667
1127,482,11,5,50,1061.6,53080.0,11,493,97.0,PO-2024-755109
1128,198,9,5,52,119.72,6225.44,17,215,95.8,PO-2023-387759
1129,268,10,3,50,1589.38,79469.0,8,276,98.2,PO-2023-284785
1130,160,2,2,50,616.11,30805.5,13,173,95.1,PO-2023-770039
1131,466,2,3,117,574.2,67181.4,18,484,99.4,PO-2024-802153
1132,631,8,6,50,494.92,24746.0,11,642,96.9,PO-2024-777331
1133,524,8,1,53,489.41,25938.73,15,539,96.8,PO-2024-455939
1134,257,13,2,50,1544.77,77238.5,11,268,96.6,PO-2023-890368
1135,147,1,2,59,681.56,40212.04,17,164,95.8,PO-2023-844992
1136,48,12,5,50,284.66,14233.0,16,64,94.2,PO-2023-610868
1137,163,3,5,54,417.26,22532.04,10,173,94.7,PO-2023-859635
1138,544,12,6,50,279.02,13951.0,7,551,94.2,PO-2024-953808
1139,517,3,4,50,452.35,22617.5,15,532,99.6,PO-2024-528760
1140,696,7,1,50,653.0,32650.0,13,709,99.0,PO-2024-630238
1141,289,9,5,50,115.75,5787.5,18,307,94.7,PO-2023-870753
1142,47,7,3,50,650.56,32528.0,9,56,99.1,PO-2023-329148
1143,55,11,5,50,1027.93,51396.5,17,72,97.2,PO-2023-758457
1144,556,11,6,50,1037.8,51890.0,10,566,93.9,PO-2024-343859
1145,213,14,5,50,573.79,28689.5,10,223,96.5,PO-2023-495324
1146,706,4,4,77,320.16,24652.32,8,714,99.9,PO-2024-408505
